NAME,ADM0NAME,POP_MAX,lon,lat
Solothurn,Switzerland,14853,7.5369966,47.2120021
Peshkopi,Albania,14848,20.4333035,41.6833021
Tórshavn,Faroe Islands,14398,-6.8200336,62.0300238
Schwyz,Switzerland,14177,8.6480016,47.019996
Çorovodë,Albania,14046,20.2332966,40.516704
Kem,Russia,13829,34.5683703,64.9535921
Bollnäs,Sweden,13398,16.3665873,61.3520032
Eisenstadt,Austria,13165,16.5332975,47.8332991
Lisburn,United Kingdom,12899,-6.047722990732365,54.51034008127803
Liestal,Switzerland,12832,7.7370035,47.4830011
Librazhd,Albania,12691,20.3667036,41.2000021
Ermoupoli,Greece,12260,24.9332995,37.450413
Porvoo,Finland,12242,25.6660197,60.4003559
Belomorsk,Russia,12165,34.765826,64.5252204
Alta,Norway,12077,23.2416715,69.9666453
Tepelenë,Albania,11955,20.0332985,40.2832981
Killarney,Ireland,11902,-9.5166649,52.0504004
Haapsalu,Estonia,11805,23.5413889,58.9430556
Gramsh,Albania,11556,20.1999965,40.866696
Delémont,Switzerland,11315,7.3449995,47.3699971
Steinkjer,Norway,11274,11.5000109,64.0170602
Përmet,Albania,10686,20.3519976,40.233996
Mariehamn,Aland,10682,19.9490045,60.0969962
Rrëshen,Albania,10064,19.8167046,41.7833011
Hammerfest,Norway,10000,23.6880009,70.6612799
Fort William,United Kingdom,9652,-5.1120758,56.8164779
Sarnen,Switzerland,9410,8.2430015,46.899
Namsos,Norway,9035,11.5000109,64.4833108
Sodankylä,Finland,8942,26.6000195,67.4170593
Kemijärvi,Finland,8883,27.4166621,66.6666659
Sitia,Greece,8833,26.0985514,35.2004212
Shannon,Ireland,8781,-8.8641466,52.7038489
Altdorf,Switzerland,8678,8.6380026,46.8790021
Kirkwall,United Kingdom,8500,-2.9500114,58.9669808
Bajram Curri,Albania,7967,20.0833026,42.3333001
Keflavík,Iceland,7930,-22.5665918,64.0166467
Ersekë,Albania,7890,20.6832965,40.3333021
Stans,Switzerland,7475,8.3833025,46.9500031
Sorø,Denmark,7167,11.5667016,55.4329981
Wick,United Kingdom,7147,-3.0833625,58.4332925
Lerwick,United Kingdom,6594,-1.1499921,60.1500352
Pukë,Albania,6495,19.8833045,42.033303
Selfoss,Iceland,6275,-20.996946,63.9334219
Diekirch,Luxembourg,6242,6.1667016,49.8833011
Umba,Russia,6128,34.3455415,66.6813937
Muineachan,Ireland,5937,-6.9666667,54.25
Glarus,Switzerland,5681,9.0666996,47.050002
Appenzell,Switzerland,5649,9.4167005,47.3333041
Vossavangen,Norway,5571,6.4410035,60.6300032
Polygyros,Greece,5258,23.4530015,40.3810021
Vadsø,Norway,5139,29.7657493,70.0965968
Ros Comain,Ireland,4860,-8.1833333,53.6333333
Klaksvík,Faroe Islands,4664,-6.5390115,62.2374783
Svolvær,Norway,4197,14.5666971,68.2332886
Grevenmacher,Luxembourg,3958,6.425599376387133,49.67975296258291
Finnsnes,Norway,3907,18.0086059,69.2406173
Mezen,Russia,3672,44.240028,65.8522195
Kirkenes,Norway,3282,30.0516434,69.7250063
Sauðárkrókur,Iceland,2682,-19.6389928,65.746412
Rørvik,Norway,2615,11.2053003,64.868016
Ísafjörður,Iceland,2534,-23.1499671,66.0833165
Donegal,Ireland,2513,-8.1166728,54.6500092
Egilsstaðir,Iceland,2265,-14.3949976,65.2674231
Leikanger,Norway,1965,6.8499995,61.1832961
Borgarnes,Iceland,1783,-21.8623222,64.5695028
Höfn,Iceland,1695,-15.2138595,64.2723151
Vatican City,Vatican,832,12.4533865,41.9032822
Ittoqqortoormiit,Greenland,469,-21.9666543,70.483358
Shoyna,Russia,300,44.1333679,67.8666443
Gubkin,Russia,272,37.3843225,51.2743496
Kovda,Russia,20,32.8702311,66.690282
Chernobyl,Ukraine,0,30.0988757,51.3894072
