Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Ireland,IRL,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,11.6747,11.8423,11.8293,9.9622,10.6198,11.2761,11.301,11.4124
Ireland,IRL,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,0.0092,0.0078,0.0106,0.0106,0.0119,0.0129,0.0137,0.0145
Ireland,IRL,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),EN.GHG.CO2.LU.DF.MT.CE.AR5,0.2046,0.395,0.1433,0.1844,0.0199,0.047,0.0639,..
Ireland,IRL,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),EN.GHG.CO2.LU.FL.MT.CE.AR5,-5.9666,-5.5501,-5.0118,-4.7855,-4.0712,-4.4773,-4.4856,..
Ireland,IRL,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),EN.GHG.CO2.LU.OS.MT.CE.AR5,6.4453,6.3193,6.3836,6.6032,5.8766,5.4582,5.3282,..
Ireland,IRL,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),EN.GHG.CO2.LU.OL.MT.CE.AR5,1.1502,-0.2127,-0.3597,-0.2925,-0.4079,-0.3754,-0.3754,..
Ireland,IRL,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),EN.GHG.CO2.LU.MT.CE.AR5,0.9645,0.1257,0.289,0.9005,0.4547,-0.2308,-0.0651,..
Ireland,IRL,F-gases emissions from Industrial Processes (Mt CO2e),EN.GHG.FGAS.IP.MT.CE.AR5,1.2422,0.9277,0.9129,0.763,0.8043,0.7656,0.7244,0.6845
Ireland,IRL,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CH4.MT.CE.AR5,20.7981,19.0219,18.9552,18.9124,19.0845,18.8602,18.3798,18.1066
Ireland,IRL,Methane (CH4) emissions from Agriculture (Mt CO2e),EN.GHG.CH4.AG.MT.CE.AR5,17.3515,15.5296,15.5657,15.583,15.916,15.7284,15.5842,15.5829
Ireland,IRL,Methane (CH4) emissions from Building (Energy) (Mt CO2e),EN.GHG.CH4.BU.MT.CE.AR5,0.1718,0.1817,0.164,0.1741,0.1542,0.1256,0.1082,0.0879
Ireland,IRL,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CH4.FE.MT.CE.AR5,1.3001,1.3081,1.2845,1.2591,1.2467,1.2507,1.2456,1.2333
Ireland,IRL,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CH4.IC.MT.CE.AR5,0.012,0.0123,0.0117,0.0114,0.0112,0.0115,0.0113,0.0115
Ireland,IRL,Methane (CH4) emissions from Industrial Processes (Mt CO2e),EN.GHG.CH4.IP.MT.CE.AR5,0,0,0,0,0,0,0,0
Ireland,IRL,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,0.0201,0.0224,0.0222,0.0228,0.022,0.0231,0.0207,0.0209
Ireland,IRL,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CH4.TR.MT.CE.AR5,0.0111,0.0104,0.01,0.008,0.0083,0.0088,0.009,0.0087
Ireland,IRL,Methane (CH4) emissions from Waste (Mt CO2e),EN.GHG.CH4.WA.MT.CE.AR5,1.9317,1.9575,1.8971,1.8539,1.7261,1.7122,1.4008,1.1615
Ireland,IRL,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,0.1194,0.1217,0.1228,0.1036,0.1108,0.1186,0.1199,0.1211
Ireland,IRL,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,0.1167,0.1189,0.1224,0.1264,0.1284,0.1327,0.1359,0.1392
Ireland,IRL,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,0.4091,0.3947,0.3591,0.1875,0.0837,0.0684,0.0476,0.0387
Ireland,IRL,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,0.1391,0.14,0.1385,0.1328,0.1362,0.1322,0.1253,0.1225
Ireland,IRL,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,0.0155,0.0158,0.0151,0.0147,0.0145,0.0147,0.0145,0.0146
Ireland,IRL,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,0.0006,0.0006,0.0005,0.0006,0.0005,0.0004,0.0003,0.0002
Ireland,IRL,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),EN.GHG.N2O.BU.MT.CE.AR5,0.0763,0.0816,0.0818,0.0863,0.0762,0.1007,0.0909,0.0909
Ireland,IRL,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),EN.GHG.N2O.AG.MT.CE.AR5,8.727,8.3584,8.2011,8.2851,8.279,7.9781,7.8564,7.7902
Ireland,IRL,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,70.8718,67.3322,65.5675,63.8061,65.5555,63.6268,60.2929,..
Ireland,IRL,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,14.4812214328698,13.7211511095704,13.1174675311105,12.4818964126572,12.7384242704113,12.2500688684624,11.3635636231916,11.0600672005397
Ireland,IRL,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,69.9073,67.2065,65.2785,62.9056,65.1008,63.8576,60.358,59.6778
Ireland,IRL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,8.38429636583274,8.2986369369357,7.8923946735653,8.17058601306707,..,..,..,..
Ireland,IRL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,0.274091678859734,..,..,..,..,..,..,..
Ireland,IRL,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,0,..,..,..,..,..,..,..
Ireland,IRL,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,0,..,..,..,..,..,..,..
Ireland,IRL,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,0,..,..,..,..,..,..,..
Ireland,IRL,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0689102116004979,0.0954752081133497,0.0498776317994419,0.018320044453045,0.0627182653666474,..,..,..
Ireland,IRL,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,5.25,6.01,7.08,8.35,6.84,7.87,8.94,..
Ireland,IRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2854.85820468032,2820.44138030583,2747.90158131447,2633.97691248454,2689.36333693732,2600.15740643769,2467.73733963357,..
Ireland,IRL,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,1.51,1.41,1.33,1.21,1.09,0.97,..,..
Ireland,IRL,Firms adopting energy management measures to reduce emissions (% of firms),IC.FRM.ENGM.ZS,..,..,..,..,..,..,..,51.06925201
Ireland,IRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,0,0,0,0,0,0,0,..
Ireland,IRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,10.1,10.8,12.3,13.7,12.7,..,..,..
Ireland,IRL,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,126293816470.445,145839126364.049,146111297560.384,162109763547.448,201797042879.45,223484636198.781,192927731481.388,204875367185.836
Ireland,IRL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,..
Ireland,IRL,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..,..,..,..,..,..,..
Ireland,IRL,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,39.1360431109061,38.8824844897391,38.5756678442626,38.3950518867261,38.163574286119,37.7099705577337,37.2976217323486,36.9971063046384
Ireland,IRL,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1188418,1201426,1214666,1228179,1241953,1255963,1270172,1284551
Ireland,IRL,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..
Ireland,IRL,Urban population,SP.URB.TOTL,3036633,3089890,3148788,3198795,3254289,3330586,3405504,3472031
Ireland,IRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.9035196521232,63.0844503476779,63.2737009154127,63.4713366724915,63.6774229356985,63.8920250215059,64.1152082461268,64.3470379255585
Ireland,IRL,Urban population growth (annual %),SP.URB.GROW,1.63730061762284,1.73861557460969,1.88821253224221,1.57565594952931,1.71996422325885,2.31744458655651,2.22446817827212,1.93467790605789
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,11.1775293946872,11.2355929743069,11.2936565539265,11.3517201335462,11.4097837131659,11.4678472927856,11.5259108724053,..
Ireland,IRL,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0.0142275300536967,0.0179594813091044,0.0141042059529149,0.0116072087265736,0.0117159689556259,..,..,..
Ireland,IRL,Land area (sq. km),AG.LND.TOTL.K2,68890,68890,68890,68890,68890,68890,68890,..
Ireland,IRL,Forest area (sq. km),AG.LND.FRST.K2,7700.2,7740.2,7780.2,7820.2,7860.2,7900.2,7940.2,..
Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,70.0746842792858,71.0991725939904,72.237712294963,73.1564377993903,74.1847147626651,75.6689795325882,77.1017273914937,..
Ireland,IRL,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..,..,..,..,..,..,..,..
Ireland,IRL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,4,4,4,4,4,4,4,4.1
Ireland,IRL,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4
Ireland,IRL,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.1618522281899,65.5537813906227,65.6699085498621,65.495717811003,62.9554362026419,63.115111046596,60.8070837567136,..
Ireland,IRL,Agricultural land (sq. km),AG.LND.AGRI.K2,44890,45160,45240,45120,43370,43480,41890,..
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,..
Ireland,IRL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,..
Ireland,IRL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5829.58480106972,5923.81986034362,5926.10484248228,5951.88607682092,6106.1502743815,6107.0403902981,6144.73623270699,..
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.1088576065965,7.68865937437435,4.97288003766816,7.15369505735335,16.2581881158197,7.51113888415304,-2.53637409313261,2.59946721553708
Ireland,IRL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,54410,59110,62460,64420,74070,75970,79280,80650
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,72161.4047531385,80804.1123164826,81827.6688873996,86514.0706108754,103783.446284479,105190.685952731,106818.917130804,112894.953240805
Ireland,IRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,8.63259519638329,6.13694267880518,3.31840085150145,5.80801946810749,14.6467292457005,5.40228269492256,-4.34749825420604,0.997438539135004
Italy,ITA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-18.8650123516192,-20.1109239950007,-21.9443384989115,-30.7104322773335,-22.4638927844246,-22.3095474202426,-28.575814297366,-29.7680477400351
Italy,ITA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,345.6817,340.3734,332.562,295.2134,330.3484,331.006,304.3081,299.2285
Italy,ITA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,5.7611454316748,5.65886939655412,5.56784056329278,4.96667406979317,5.58651571090224,5.60897190137329,5.1591446091273,5.07573834102673
Italy,ITA,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,0.8821,0.8418,0.8355,0.903,0.6211,0.6192,0.5729,0.5359
Italy,ITA,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,70.7581,71.2987,68.7628,67.0095,69.3226,60.8444,56.6786,56.9054
Italy,ITA,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,13.6154,13.5604,13.5866,11.4134,13.0514,14.915,14.3357,13.532
Italy,ITA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,31.923,32.2262,31.171,29.4835,42.0062,38.8032,36.2169,35.1171
Italy,ITA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,21.8091,21.1065,20.9802,19.206,22.2143,19.3162,19.192,19.2542
Italy,ITA,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,109.0679,101.1224,96.2917,86.5088,84.9906,92.6587,72.5107,69.1599
Italy,ITA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,97.6111,100.2026,100.9187,80.6748,98.1237,103.8308,104.7823,104.7041
Italy,ITA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,0.015,0.0148,0.0156,0.0144,0.0186,0.0184,0.0191,0.0198
Italy,ITA,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),EN.GHG.CO2.LU.DF.MT.CE.AR5,1.9017,1.8996,1.8967,1.8927,1.886,1.8828,1.8833,..
Italy,ITA,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),EN.GHG.CO2.LU.FL.MT.CE.AR5,-29.641,-47.7065,-44.528,-41.1774,-42.0073,-44.145,-54.9702,..
Italy,ITA,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),EN.GHG.CO2.LU.OS.MT.CE.AR5,0.8752,0.8752,0.8608,0.8608,0.8608,0.8608,0.8608,..
Italy,ITA,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),EN.GHG.CO2.LU.OL.MT.CE.AR5,-1.2258,-5.4165,-4.9845,-1.4064,0.3539,1.5485,1.5485,..
Italy,ITA,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),EN.GHG.CO2.LU.MT.CE.AR5,-28.0306,-50.0841,-48.1942,-40.4766,-39.2648,-40.279,-54.3911,..
Italy,ITA,F-gases emissions from Industrial Processes (Mt CO2e),EN.GHG.FGAS.IP.MT.CE.AR5,17.5438,17.9952,18.0291,16.8407,16.1933,15.5957,14.8093,14.1173
Italy,ITA,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CH4.MT.CE.AR5,48.129,48.6083,48.3559,49.0779,48.7475,47.9315,46.2115,44.8963
Italy,ITA,Methane (CH4) emissions from Agriculture (Mt CO2e),EN.GHG.CH4.AG.MT.CE.AR5,22.1356,22.8164,22.7972,22.9137,22.5396,22.1422,21.9723,21.9227
Italy,ITA,Methane (CH4) emissions from Building (Energy) (Mt CO2e),EN.GHG.CH4.BU.MT.CE.AR5,2.5715,2.3924,2.3867,2.3015,2.5904,2.3528,2.2793,2.2798
Italy,ITA,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CH4.FE.MT.CE.AR5,4.481,4.4895,4.4912,4.5653,4.5404,4.5312,4.4792,4.4895
Italy,ITA,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CH4.IC.MT.CE.AR5,0.048,0.0506,0.051,0.0506,0.0629,0.0597,0.0587,0.0558
Italy,ITA,Methane (CH4) emissions from Industrial Processes (Mt CO2e),EN.GHG.CH4.IP.MT.CE.AR5,0.0415,0.0392,0.0363,0.0323,0.0347,0.0322,0.0319,0.0313
Italy,ITA,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,0.2496,0.2417,0.2482,0.242,0.2332,0.2307,0.2012,0.1973
Italy,ITA,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CH4.TR.MT.CE.AR5,0.3805,0.3776,0.3898,0.3091,0.3537,0.3523,0.3534,0.3495
Italy,ITA,Methane (CH4) emissions from Waste (Mt CO2e),EN.GHG.CH4.WA.MT.CE.AR5,18.2214,18.201,17.9555,18.6633,18.3924,18.2305,16.8355,15.5703
Italy,ITA,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,0.8713,0.9017,0.9103,0.734,0.8897,0.9261,0.9341,0.9325
Italy,ITA,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,1.3716,1.3804,1.3805,1.3813,1.3805,1.3738,1.3742,1.3749
Italy,ITA,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,0.4839,0.4501,0.3751,0.3312,0.3315,0.4218,0.3055,0.2958
Italy,ITA,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,1.6364,1.5932,1.5707,1.4118,1.514,1.4803,1.4372,1.4075
Italy,ITA,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,0.0584,0.0622,0.0622,0.0615,0.0783,0.0749,0.0731,0.069
Italy,ITA,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,0.0107,0.0105,0.0101,0.0085,0.0122,0.0149,0.0126,0.0117
Italy,ITA,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),EN.GHG.N2O.BU.MT.CE.AR5,0.9756,0.9908,0.9486,0.9419,0.9714,0.9097,0.8757,0.8747
Italy,ITA,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),EN.GHG.N2O.AG.MT.CE.AR5,9.3621,9.5074,9.2871,9.4939,8.4652,8.3255,8.1695,7.9635
Italy,ITA,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,398.0938,371.7892,365.2974,335.0196,369.6671,367.7815,324.1197,..
Italy,ITA,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,7.10180677885223,7.01384393314311,6.92278523421447,6.31735293806403,6.91543983273145,6.91467791689678,6.41715403998927,6.29609288150718
Italy,ITA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,426.1244,421.8733,413.4916,375.4962,408.9319,408.0605,378.5108,371.1717
Italy,ITA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.9660261772019,16.3354361294692,14.8936858575121,14.6586386239905,..,..,..,..
Italy,ITA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,94.7772139982593,..,..,..,..,..,..,..
Italy,ITA,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,0,..,..,..,..,..,..,..
Italy,ITA,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,6.72809171753129,..,..,..,..,..,..,..
Italy,ITA,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,53.2934816714168,..,..,..,..,..,..,..
Italy,ITA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0404721933714182,0.0687880150631172,0.0530133112677937,0.0353991756272992,0.0758248263771167,..,..,..
Italy,ITA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,8.11,8.84,8.98,9.77,8.92,8.48,9.95,..
Italy,ITA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2557.32535513975,2503.3498604998,2494.02659804115,2313.10006204514,2531.08698798735,2411.65172417311,2298.39093933589,..
Italy,ITA,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,2.54,2.47,2.43,2.47,2.51,2.3,..,..
Italy,ITA,Firms adopting energy management measures to reduce emissions (% of firms),IC.FRM.ENGM.ZS,..,..,..,..,..,..,..,52.75506973
Italy,ITA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,0,0,0,0,0,0,0,..
Italy,ITA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,16.4,17.1,17.3,18.7,17.5,..,..,..
Italy,ITA,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,409764395512.118,440599011390.117,424365807330.98,399888226064.904,491569936304.256,489808935858.757,548317051704.127,531677733625.391
Italy,ITA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,..
Italy,ITA,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..,..,..,..,..,..,..
Italy,ITA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,10.0144913697513,10.0731755349021,10.1988433108679,10.30236673494,10.4130391543999,10.4813376247404,10.5217834709831,10.5570654730125
Italy,ITA,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,11279511,11325548,11351117,11376253,11400943,11425919,11451569,11478359
Italy,ITA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..
Italy,ITA,Urban population,SP.URB.TOTL,41712413,41791290,41514698,41321146,41086468,41005043,41016535,41033884
Italy,ITA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.5180784259382,69.4800033569336,69.5050010681153,69.5187492370606,69.4812507629394,69.4839779766539,69.5381540123301,69.6047535143071
Italy,ITA,Urban population growth (annual %),SP.URB.GROW,-0.301452905692446,0.188918624266272,-0.664041140382544,-0.467315458844802,-0.569555707316573,-0.198376240638907,0.0280218946170541,0.0422886329405625
Italy,ITA,Forest area (% of land area),AG.LND.FRST.ZS,31.8029338761929,31.9848977742309,32.1669704480973,32.3489349614665,32.5308994748357,32.7125321249831,32.8944947923712,..
Italy,ITA,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0.0102964352434856,0.0109482395857409,0.0125399040100598,0.00989326904029571,0.0099675453738169,..,..,..
Italy,ITA,Land area (sq. km),AG.LND.TOTL.K2,295718,295718,295717,295717,295717,295720,295720,..
Italy,ITA,Forest area (sq. km),AG.LND.FRST.K2,94047,94585.1,95123.2,95661.3,96199.4,96737.5,97275.6,..
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,202.903617635721,203.398704170865,201.980545589195,200.999100491348,199.965416259464,199.559268903016,199.459678073854,..
Italy,ITA,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..,..,..,..,..,..,..,..
Italy,ITA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,13.3,13.4,13.3,14,14.5,14.5,14.5,14.6
Italy,ITA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,21.5,21.5,21.5,21.5,21.5,21.6,21.6,21.6
Italy,ITA,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.3743295977925,41.948748469826,44.3699956377212,42.332263616904,41.9422315930434,43.9631475720276,44.2565839307453,..
Italy,ITA,Agricultural land (sq. km),AG.LND.AGRI.K2,128265.7,124050,131209.62,125183.7,124030.309,130007.82,130875.57,..
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,..
Italy,ITA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,..
Italy,ITA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5248.5196722283,5247.31574227309,5260.0173104957,4969.24141417202,5290.22854904133,5215.69012140866,5047.46897034285,..
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.60369995294101,0.826646712344115,0.429162533780342,-8.86822122185345,8.93106210800055,4.82117669913565,0.975694840127005,0.692676948440536
Italy,ITA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,31790,34120,35030,32600,36760,39060,38770,38590
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,32844.115660604,34904.1081923834,33812.788724868,32091.4866621366,36852.5425414951,35653.9042103495,39277.0838783918,40385.3413957669
Italy,ITA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.79499729937032,0.581227670101029,1.13464411867925,-8.42323993924451,9.49416108466208,5.0334454866795,1.02611231433292,0.746500224061592
Kosovo,XKX,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,..,..,..,..,..,..,..
Kosovo,XKX,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..
Kosovo,XKX,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..
Kosovo,XKX,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,..,..,..,..,..,..,..,..
Kosovo,XKX,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,..,..,..,..,..,..,..,..
Kosovo,XKX,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,..,..,..,..,..,..,..,..
Kosovo,XKX,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,..,..,..,..,..,..,..,..
Kosovo,XKX,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,..,..,..,..,..,..,..,..
Kosovo,XKX,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,..,..,..,..,..,..,..,..
Kosovo,XKX,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,..,..,..,..,..,..,..,..
Kosovo,XKX,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,..,..,..,..,..,..,..,..
